6.547106	8.708286	2201
9.089671	12.267878	2202
16.844496	21.866062	2203
23.518730	28.413168	2204
29.175938	32.544837	2205
33.688991	37.502839	2206
38.583429	41.825200	2207
42.524406	47.164587	2208
47.927357	51.359820	2209
52.567539	54.919412	2210
59.877414	63.945519	2211
65.153237	67.187290	2212
67.886495	69.856983	2213
70.619753	73.543703	2214
74.687857	77.357551	2215
78.628834	82.506246	2216
86.256530	91.977302	2217
93.502841	97.570946	2218
99.795690	104.308744	2219
105.262206	108.186156	2220
109.584567	114.796826	2221
115.686724	119.246315	2222
121.661753	124.140754	2223
127.318960	129.925090	2224
130.687860	133.421117	2225
135.137349	138.633376	2226
139.841095	145.244046	2227
146.769585	152.426793	2228
153.253127	157.194103	2229
158.147565	161.071516	2230
163.677645	168.508519	2231
169.716238	171.686726	2232
173.657214	175.564138	2233
178.360960	181.030654	2234
182.047680	186.942118	2235
187.768452	190.374581	2236
191.963685	196.031789	2237
197.048816	200.290586	2238
201.688997	207.155513	2239
209.189565	213.130541	2240
214.592516	218.088544	2241
218.978442	223.110110	2242
224.381393	225.843368	2243
228.830883	234.360962	2244
235.886501	237.475605	2245
238.683323	241.353017	2246
243.132813	245.484686	2247
246.183891	248.027251	2248
249.234970	252.413176	2249
253.303074	255.082870	2250
256.926230	258.960282	2251
260.168001	263.155515	2252
264.363233	267.223619	2253
268.622030	272.753699	2254
274.215674	277.139624	2255
278.474471	281.207729	2256
282.606140	285.657218	2257
287.309886	290.424528	2258
295.001146	297.797968	2259
299.259943	301.421124	2260
302.628842	304.472202	2261
306.061305	308.286050	2262
309.811589	312.989796	2263
314.324643	317.375721	2264
318.647004	320.236107	2265
321.825211	324.177084	2266
325.702623	329.389343	2267
330.469933	334.728730	2268
338.288321	340.894451	2269
347.123736	349.920558	2270
351.191841	353.416585	2271
354.687868	357.103305	2272
358.501716	362.315564	2273
363.713975	367.019310	2274
368.163464	370.006824	2275
371.150979	375.219083	2276
375.791160	378.397290	2277
379.986393	383.545985	2278
384.817267	387.614089	2279
389.965962	393.461990	2280
394.542580	397.466530	2281
398.547120	401.852455	2282
411.132819	415.900129	2283
421.430209	424.671979	2284
425.943262	429.375725	2285
434.905805	439.482423	2286
441.135090	446.220221	2287
447.046555	451.623172	2288
463.128281	468.531232	2289
469.929643	472.662901	2290
473.934183	478.765058	2291
483.786624	486.964831	2292
488.045421	491.668577	2293
493.130552	496.372323	2294
497.897862	501.838838	2295
502.982993	505.144173	2296
506.224763	511.119202	2297
512.581177	516.649281	2298
517.729872	523.259951	2299
524.658362	527.455184	2300
